Salary2016,Salary2017,Salary2018,Salary2019,Salary2020,Average,Pension
7697,8235.79,8812.2953,9429.155971,10089.19689,8852.687632,5754.246961
8654,9259.78,9907.9646,10601.52212,11343.62867,9953.379079,6469.696401
8109,8676.63,9283.9941,9933.873687,10629.24485,9326.548526,6062.256542
7404,7922.28,8476.8396,9070.218372,9705.133658,8515.694326,5535.201312
3773,4037.11,4319.7077,4622.087239,4945.633346,4339.507657,2820.679977
2217,2372.19,2538.2433,2715.920331,2906.034754,2549.877677,1657.42049
3417,3656.19,3912.1233,4185.971931,4478.989966,3930.055039,2554.535776
805,861.35,921.6445,986.159615,1055.190788,925.8689806,601.8148374
5976,6394.32,6841.9224,7320.856968,7833.316956,6873.283265,4467.634122
7816,8363.12,8948.5384,9574.936088,10245.18161,8989.55522,5843.210893
6305,6746.35,7218.5945,7723.896115,8264.568843,7251.681892,4713.59323
9192,9835.44,10523.9208,11260.59526,12048.83692,10572.1586,6871.903087
2785,2979.95,3188.5465,3411.744755,3650.566888,3203.161629,2082.055059
4741,5072.87,5427.9709,5807.928863,6214.483883,5452.850729,3544.352974
7323,7835.61,8384.1027,8970.989889,9598.959181,8422.532354,5474.64603
4726,5056.82,5410.7974,5789.553218,6194.821943,5435.598512,3533.139033
4953,5299.71,5670.6897,6067.637979,6492.372638,5696.682063,3702.843341
9578,10248.46,10965.8522,11733.46185,12554.80418,11016.11565,7160.475171
8971,9598.97,10270.8979,10989.86075,11759.15101,10317.97593,6706.684356
3790,4055.3,4339.171,4642.91297,4967.916878,4359.06017,2833.38911
4731,5062.17,5416.5219,5795.678433,6201.375923,5441.349251,3536.877013
2924,3128.68,3347.6876,3582.025732,3832.767533,3363.032173,2185.970912
5402,5780.14,6184.7498,6617.682286,7080.920046,6213.098426,4038.513977
1284,1373.88,1470.0516,1572.955212,1683.062077,1476.789778,959.9133555
2242,2398.94,2566.8658,2746.546406,2938.804654,2578.631372,1676.110392
8832,9450.24,10111.7568,10819.57978,11576.95036,10158.10539,6602.768502
9569,10238.83,10955.5481,11722.43647,12543.00702,11005.76432,7153.746806
7948,8504.36,9099.6652,9736.641764,10418.20669,9141.37473,5941.893575
7236,7742.52,8284.4964,8864.411148,9484.919928,8322.469495,5409.605172
5994,6413.58,6862.5306,7342.907742,7856.911284,6893.985925,4481.090851
5325,5697.75,6096.5925,6523.353975,6979.988753,6124.537046,3980.94908
1433,1533.31,1640.6417,1755.486619,1878.370682,1648.1618,1071.30517
3955,4231.85,4528.0795,4845.045065,5184.19822,4548.834557,2956.742462
1303,1394.21,1491.8047,1596.231029,1707.967201,1498.642586,974.1176809
9161,9802.27,10488.4289,11222.61892,12008.20225,10536.50401,6848.727609
910,973.7,1041.859,1114.78913,1192.824369,1046.6345,680.3124249
9544,10212.08,10926.9256,11691.81039,12510.23712,10977.01062,7135.056904
8826,9443.82,10104.8874,10812.22952,11569.08558,10151.2045,6598.282925
2349,2513.43,2689.3701,2877.626007,3079.059827,2701.697187,1756.103171
4124,4412.68,4721.5676,5052.077332,5405.722745,4743.209535,3083.086198
6819,7296.33,7807.0731,8353.568217,8938.317992,7842.857862,5097.85761
4895,5237.65,5604.2855,5996.585485,6416.346469,5629.973491,3659.482769
3443,3684.01,3941.8907,4217.823049,4513.070662,3959.958882,2573.973273
5450,5831.5,6239.705,6676.48435,7143.838255,6268.305521,4074.398589
8103,8670.21,9277.1247,9926.523429,10621.38007,9319.64764,6057.770966
4015,4296.05,4596.7735,4918.547645,5262.84598,4617.843425,3001.598226
7244,7751.08,8293.6556,8874.211492,9495.406296,8331.670678,5415.58594
9292,9942.44,10638.4108,11383.09956,12179.91652,10687.17338,6946.662695
4156,4446.92,4758.2044,5091.278708,5447.668218,4780.014265,3107.009272
9413,10071.91,10776.9437,11531.32976,12338.52284,10826.34126,7037.121819
8762,9375.34,10031.6138,10733.82677,11485.19464,10077.59504,6550.436777
4109,4396.63,4704.3941,5033.701687,5386.060805,4725.957318,3071.872257
1231,1317.17,1409.3719,1508.027933,1613.589888,1415.831944,920.2907638
9471,10133.97,10843.3479,11602.38225,12414.54901,10893.04983,7080.482391
2994,3203.58,3427.8306,3667.778742,3924.523254,3443.542519,2238.302637
5098,5454.86,5836.7002,6245.269214,6682.438059,5863.453495,3811.244771
5597,5988.79,6408.0053,6856.565671,7336.525268,6437.377248,4184.295211
5559,5948.13,6364.4991,6810.014037,7286.71502,6393.671631,4155.88656
9310,9961.7,10659.019,11405.15033,12203.51085,10707.87604,6960.119424
2657,2842.99,3041.9993,3254.939251,3482.784999,3055.94271,1986.362761
7607,8139.49,8709.2543,9318.902101,9971.225248,8749.17433,5686.963314
6194,6627.58,7091.5106,7587.916342,8119.070486,7124.015486,4630.610066
6707,7176.49,7678.8443,8216.363401,8791.508839,7714.041308,5014.12685
7459,7981.13,8539.8091,9137.595737,9777.227439,8578.952455,5576.319096
2027,2168.89,2320.7123,2483.162161,2656.983512,2331.349595,1515.377237
4370,4675.9,5003.213,5353.43791,5728.178564,5026.145895,3266.994832
4722,5052.54,5406.2178,5784.653046,6189.578759,5430.997921,3530.148649
1042,1114.94,1192.9858,1276.494806,1365.849442,1198.45401,778.9951063
2090,2236.3,2392.841,2560.33987,2739.563661,2403.808906,1562.475789
9769,10452.83,11184.5281,11967.44507,12805.16622,11235.79388,7303.266021
9765,10448.55,11179.9485,11962.5449,12799.92304,11231.19329,7300.275636
7450,7971.5,8529.505,9126.57035,9765.430275,8568.601125,5569.590731
3504,3749.28,4011.7296,4292.550672,4593.029219,4030.117898,2619.576634
8581,9181.67,9824.3869,10512.09398,11247.94056,9869.418289,6415.121888
1675,1792.25,1917.7075,2051.947025,2195.583317,1926.497568,1252.223419
9455,10116.85,10825.0295,11582.78157,12393.57627,10874.64747,7068.520854
6127,6555.89,7014.8023,7505.838461,8031.247153,7046.955583,4580.521129
1032,1104.24,1181.5368,1264.244376,1352.741482,1186.952532,771.5191456
2675,2862.25,3062.6075,3276.990025,3506.379327,3076.64537,1999.819491
1953,2089.71,2235.9897,2392.508979,2559.984608,2246.238657,1460.055127
2896,3098.72,3315.6304,3547.724528,3796.065245,3330.828035,2165.038222
5188,5551.16,5939.7412,6355.523084,6800.4097,5966.966797,3878.528418
6367,6812.69,7289.5783,7799.848781,8345.838196,7322.991055,4759.944186
2861,3061.27,3275.5589,3504.848023,3750.187385,3290.572862,2138.87236
6965,7452.55,7974.2285,8532.424495,9129.69421,8010.779441,5207.006637
8589,9190.23,9833.5461,10521.89433,11258.42693,9878.619471,6421.102656
2827,3024.89,3236.6323,3463.196561,3705.62032,3251.467836,2113.454094
7782,8326.74,8909.6118,9533.284626,10200.61455,8950.450195,5817.792627
1397,1494.79,1599.4253,1711.385071,1831.182026,1606.756479,1044.391712
4157,4447.99,4759.3493,5092.503751,5448.979014,4781.164413,3107.756868
3903,4176.21,4468.5447,4781.342829,5116.036827,4489.026871,2917.867466
4663,4989.41,5338.6687,5712.375509,6112.241795,5363.139201,3486.04048
8450,9041.5,9674.405,10351.61335,11076.22628,9718.748927,6317.186802
7961,8518.27,9114.5489,9752.567323,10435.24704,9156.326652,5951.612324
4397,4704.79,5034.1253,5386.514071,5763.570056,5057.199885,3287.179926
1484,1587.88,1699.0316,1817.963812,1945.221279,1706.819338,1109.43257
4724,5054.68,5408.5076,5787.103132,6192.200351,5433.298217,3531.643841
833,891.31,953.7017,1020.460819,1091.893076,958.0731191,622.7475274
3639,3893.73,4166.2911,4457.931477,4769.98668,4185.387851,2720.502103
8645,9250.15,9897.6605,10590.49674,11331.83151,9943.027748,6462.968036
4734,5065.38,5419.9566,5799.353562,6205.308311,5444.799695,3539.119802
3350,3584.5,3835.415,4103.89405,4391.166634,3852.995137,2504.446839
1398,1495.86,1600.5702,1712.610114,1832.492822,1607.906627,1045.139308
9211,9855.77,10545.6739,11283.87107,12073.74205,10594.0114,6886.107413
5537,5924.59,6339.3113,6783.063091,7257.877507,6368.36838,4139.439447
4571,4890.97,5233.3379,5599.671553,5991.648562,5257.325603,3417.261642
3137,3356.59,3591.5513,3842.959891,4111.967083,3608.013655,2345.208876
9911,10604.77,11347.1039,12141.40117,12991.29926,11399.11487,7409.424663
6111,6538.77,6996.4839,7486.237773,8010.274417,7028.553218,4568.559592
1614,1726.98,1847.8686,1977.219402,2115.62476,1856.338552,1206.620059
8059,8623.13,9226.7491,9872.621537,10563.70504,9269.041136,6024.876739
1072,1147.04,1227.3328,1313.246096,1405.173323,1232.958444,801.4229884
9561,10230.27,10946.3889,11712.63612,12532.52065,10996.56313,7147.766038
2539,2716.73,2906.9011,3110.384177,3328.111069,2920.225269,1898.146425
6226,6661.82,7128.1474,7627.117718,8161.015958,7160.820215,4654.53314
8100,8667,9273.69,9922.8483,10617.44768,9316.197196,6055.528178
2441,2611.87,2794.7009,2990.329963,3199.65306,2807.510785,1824.88201
2689,2877.23,3078.6361,3294.140627,3524.730471,3092.74744,2010.285836
5552,5940.64,6356.4848,6801.438736,7277.539448,6385.620597,4150.653388
1325,1417.75,1516.9925,1623.181975,1736.804713,1523.945838,990.5647945
6018,6439.26,6890.0082,7372.308774,7888.370388,6921.589472,4499.033157
2855,3054.85,3268.6895,3497.497765,3742.322609,3283.671975,2134.386784
1335,1428.45,1528.4415,1635.432405,1749.912673,1535.447316,998.0407552
6191,6624.37,7088.0759,7584.241213,8115.138098,7120.565042,4628.367277
9933,10628.31,11372.2917,12168.35212,13020.13677,11424.41812,7425.871776
9361,10016.27,10717.4089,11467.62752,12270.36145,10766.53357,6998.246823
4778,5112.46,5470.3322,5853.255454,6262.983336,5495.406198,3572.014029
2278,2437.46,2608.0822,2790.647954,2985.993311,2620.036693,1703.02385
9077,9712.39,10392.2573,11119.71531,11898.09538,10439.8916,6785.929539
2599,2780.93,2975.5951,3183.886757,3406.75883,2989.234137,1943.002189
9245,9892.15,10584.6005,11325.52254,12118.30911,10633.11643,6911.525679
7285,7794.95,8340.5965,8924.438255,9549.148933,8378.826738,5446.237379
4210,4504.7,4820.029,5157.43103,5518.451202,4842.122246,3147.37946
2550,2728.5,2919.495,3123.85965,3342.529826,2932.876895,1906.369982
4433,4743.31,5075.3417,5430.615619,5810.758712,5098.605206,3314.093384
3934,4209.38,4504.0366,4819.319162,5156.671503,4524.681453,2941.042944
6511,6966.77,7454.4439,7976.254973,8534.592821,7488.612339,4867.59802
3826,4093.82,4380.3874,4687.014518,5015.105534,4400.46549,2860.302569
4877,5218.39,5583.6773,5974.534711,6392.752141,5609.27083,3646.02604
7576,8106.32,8673.7624,9280.925768,9930.590572,8713.519748,5663.787836
5020,5371.4,5747.398,6149.71586,6580.19597,5773.741966,3752.932278
4222,4517.54,4833.7678,5172.131546,5534.180754,4855.92402,3156.350613
2300,2461,2633.27,2817.5989,3014.830823,2645.339945,1719.470964
5422,5801.54,6207.6478,6642.183146,7107.135966,6236.101382,4053.465899
4566,4885.62,5227.6134,5593.546338,5985.094582,5251.574864,3413.523662
3543,3791.01,4056.3807,4340.327349,4644.150263,4074.973662,2648.732881
3298,3528.86,3775.8802,4040.191814,4323.005241,3793.187451,2465.571843
5691,6089.37,6515.6259,6971.719713,7459.740093,6545.491141,4254.569242
2549,2727.43,2918.3501,3122.634607,3341.219029,2931.726747,1905.622386
2540,2717.8,2908.046,3111.60922,3329.421865,2921.375417,1898.894021
5729,6130.03,6559.1321,7018.271347,7509.550341,6589.196758,4282.977892
4780,5114.6,5472.622,5855.70554,6265.604928,5497.706494,3573.509221
5026,5377.82,5754.2674,6157.066118,6588.060746,5780.642853,3757.417854
9148,9788.36,10473.5452,11206.69336,11991.1619,10521.55209,6839.00886
9853,10542.71,11280.6997,12070.34868,12915.27309,11332.40629,7366.064091
1275,1364.25,1459.7475,1561.929825,1671.264913,1466.438448,953.1849909
6956,7442.92,7963.9244,8521.399108,9117.897046,8000.428111,5200.278272
6550,7008.5,7499.095,8024.03165,8585.713866,7533.468103,4896.754267
9539,10206.73,10921.2011,11685.68518,12503.68314,10971.25988,7131.318924
2024,2165.68,2317.2776,2479.487032,2653.051124,2327.899151,1513.134448
3605,3857.35,4127.3645,4416.280015,4725.419616,4146.282826,2695.083837
5596,5987.72,6406.8604,6855.340628,7335.214472,6436.2271,4183.547615
4273,4572.11,4892.1577,5234.608739,5601.031351,4914.581558,3194.478013
880,941.6,1007.512,1078.03784,1153.500489,1012.130066,657.8845427
6498,6952.86,7439.5602,7960.329414,8517.552473,7473.660417,4857.879271
1364,1459.48,1561.6436,1670.958652,1787.925758,1568.801602,1019.721041
4125,4413.75,4722.7125,5053.302375,5407.033541,4744.359683,3083.833794
6987,7476.09,7999.4163,8559.375441,9158.531722,8036.082693,5223.45375
4961,5308.27,5679.8489,6077.438323,6502.859006,5705.883246,3708.82411
5166,5527.62,5914.5534,6328.572138,6771.572188,5941.663545,3862.081304
8177,8749.39,9361.8473,10017.17661,10718.37897,9404.758577,6113.093075
2313,2474.91,2648.1537,2833.524459,3031.871171,2660.291866,1729.189713
8487,9081.09,9716.7663,10396.93994,11124.72574,9761.304396,6344.847857
4310,4611.7,4934.519,5279.93533,5649.530803,4957.137027,3222.139067
4041,4323.87,4626.5409,4950.398763,5296.926676,4647.747268,3021.035724
3435,3675.45,3932.7315,4208.022705,4502.584294,3950.7577,2567.992505
9548,10216.36,10931.5052,11696.71056,12515.4803,10981.61121,7138.047289
9610,10282.7,11002.489,11772.66323,12596.74966,11052.92038,7184.398245
2708,2897.56,3100.3892,3317.416444,3549.635595,3114.600248,2024.490161
5656,6051.92,6475.5544,6928.843208,7413.862233,6505.235968,4228.403379
3061,3275.27,3504.5389,3749.856623,4012.346587,3520.602422,2288.391574
2965,3172.55,3394.6285,3632.252495,3886.51017,3410.188233,2216.622351
4565,4884.55,5226.4685,5592.321295,5983.783786,5250.424716,3412.776065
7493,8017.51,8578.7357,9179.247199,9821.794503,8618.05748,5601.737362
870,930.9,996.063,1065.78741,1140.392529,1000.628588,650.408582
8293,8873.51,9494.6557,10159.2816,10870.43131,9538.175722,6199.814219
9888,10580.16,11320.7712,12113.22518,12961.15095,11372.66147,7392.229953
3784,4048.88,4332.3016,4635.562712,4960.052102,4352.159283,2828.903534
9698,10376.86,11103.2402,11880.46701,12712.0997,11154.13338,7250.186699
1235,1321.45,1413.9515,1512.928105,1618.833072,1420.432535,923.2811481
2344,2508.08,2683.6456,2871.500792,3072.505847,2695.946448,1752.365191
1497,1601.79,1713.9153,1833.889371,1962.261627,1721.77126,1119.151319
1799,1924.93,2059.6751,2203.852357,2358.122022,2069.115896,1344.925332
7724,8264.68,8843.2076,9462.232132,10124.58838,8883.741623,5774.432055
3472,3715.04,3975.0928,4253.349296,4551.083747,3993.313169,2595.65356
5525,5911.75,6325.5725,6768.362575,7242.147955,6354.566606,4130.468294
5254,5621.78,6015.3046,6436.375922,6886.922237,6042.876552,3927.869759
1620,1733.4,1854.738,1984.56966,2123.489536,1863.239439,1211.105636
4428,4737.96,5069.6172,5424.490404,5804.204732,5092.854467,3310.355404
7385,7901.95,8455.0865,9046.942555,9680.228534,8493.841518,5520.996987
2452,2623.64,2807.2948,3003.805436,3214.071817,2820.162411,1833.105567
8284,8863.88,9484.3516,10148.25621,10858.63415,9527.824392,6193.085855
4727,5057.89,5411.9423,5790.778261,6196.132739,5436.74866,3533.886629
7112,7609.84,8142.5288,8712.505816,9322.381223,8179.851168,5316.903259
7971,8528.97,9125.9979,9764.817753,10448.355,9167.82813,5959.088284
3013,3223.91,3449.5837,3691.054559,3949.428378,3465.395327,2252.506963
6709,7178.63,7681.1341,8218.813487,8794.130431,7716.341604,5015.622042
4373,4679.11,5006.6477,5357.113039,5732.110952,5029.596338,3269.23762
2725,2915.75,3119.8525,3338.242175,3571.919127,3134.15276,2037.199294
7927,8481.89,9075.6223,9710.915861,10390.67997,9117.221626,5926.194057
1463,1565.41,1674.9887,1792.237909,1917.694563,1682.666234,1093.733052
9306,9957.42,10654.4394,11400.25016,12198.26767,10703.27545,6957.12904
5671,6067.97,6492.7279,6947.218853,7433.524173,6522.488185,4239.61732
4485,4798.95,5134.8765,5494.317855,5878.920105,5158.412892,3352.96838
6168,6599.76,7061.7432,7556.065224,8084.98979,7094.111643,4611.172568
5949,6365.43,6811.0101,7287.780807,7797.925463,6842.229274,4447.449028
909,972.63,1040.7141,1113.564087,1191.513573,1045.484352,679.5648288
5626,6019.82,6441.2074,6892.091918,7374.538352,6470.731534,4205.975497
6424,6873.68,7354.8376,7869.676232,8420.553568,7388.54948,4802.557162
4521,4837.47,5176.0929,5538.419403,5926.108761,5199.818213,3379.881838
8522,9118.54,9756.8378,10439.81645,11170.6036,9801.559569,6371.01372
2352,2516.64,2692.8048,2881.301136,3082.992216,2705.14763,1758.34596
3623,3876.61,4147.9727,4438.330789,4749.013944,4166.985487,2708.540566
7123,7621.61,8155.1227,8725.981289,9336.799979,8192.502794,5325.126816
2345,2509.15,2684.7905,2872.725835,3073.816643,2697.096596,1753.112787
2728,2918.96,3123.2872,3341.917304,3575.851515,3137.603204,2039.442083
4315,4617.05,4940.2435,5286.060545,5656.084783,4962.887766,3225.877048
3327,3559.89,3809.0823,4075.718061,4361.018325,3826.541737,2487.252129
1894,2026.58,2168.4406,2320.231442,2482.647643,2178.379937,1415.946959
2409,2577.63,2758.0641,2951.128587,3157.707588,2770.706055,1800.958936
3668,3924.76,4199.4932,4493.457724,4807.999765,4218.742138,2742.18239
8608,9210.56,9855.2992,10545.17014,11283.33205,9900.47228,6435.306982
4052,4335.64,4639.1348,4963.874236,5311.345433,4660.398894,3029.259281
7937,8492.59,9087.0713,9723.166291,10403.78793,9128.723104,5933.670018
8822,9439.54,10100.3078,10807.32935,11563.8424,10146.60391,6595.292541
3682,3939.74,4215.5218,4510.608326,4826.350909,4234.844207,2752.648735
7639,8173.73,8745.8911,9358.103477,10013.17072,8785.979059,5710.886389
7200,7704,8243.28,8820.3096,9437.731272,8281.064174,5382.691713
3866,4136.62,4426.1834,4736.016238,5067.537375,4446.471403,2890.206412
8423,9012.61,9643.4927,10318.53719,11040.83479,9687.694936,6297.001709
9810,10496.7,11231.469,12017.67183,12858.90886,11282.94994,7333.917459
5646,6041.22,6464.1054,6916.592778,7400.754272,6493.73449,4220.927419
2503,2678.21,2865.6847,3066.282629,3280.922413,2878.819948,1871.232966
7358,7873.06,8424.1742,9013.866394,9644.837042,8462.787527,5500.811893
9571,10240.97,10957.8379,11724.88655,12545.62861,11008.06461,7155.241998
7905,8458.35,9050.4345,9683.964915,10361.84246,9091.918375,5909.746944
5766,6169.62,6601.4934,7063.597938,7558.049794,6631.752226,4310.638947
